#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1128    0.15462E+01    0.95538E+00    0.26163E-08    0.95538E+00    0.12978E+02    0.17197E-09    0.26163E-08    0.17197E-09    0.22208E-14
  1129    0.15600E+01    0.93171E+00    0.26075E-08    0.93171E+00    0.12838E+02    0.16772E-09    0.26075E-08    0.16772E-09    0.22128E-14
  1130    0.14350E+01    0.90797E+00    0.25987E-08    0.90797E+00    0.12702E+02    0.16348E-09    0.25987E-08    0.16348E-09    0.22049E-14
  1131    0.14689E+01    0.88389E+00    0.25899E-08    0.88389E+00    0.12572E+02    0.15925E-09    0.25899E-08    0.15925E-09    0.21970E-14
  1132    0.14392E+01    0.86144E+00    0.25812E-08    0.86144E+00    0.12446E+02    0.15503E-09    0.25812E-08    0.15503E-09    0.21892E-14
  1133    0.13464E+01    0.83886E+00    0.25726E-08    0.83886E+00    0.12326E+02    0.15082E-09    0.25726E-08    0.15082E-09    0.21813E-14
  1134    0.13396E+01    0.81738E+00    0.25639E-08    0.81738E+00    0.12210E+02    0.14662E-09    0.25639E-08    0.14662E-09    0.21736E-14
  1135    0.12705E+01    0.79673E+00    0.25553E-08    0.79673E+00    0.12099E+02    0.14243E-09    0.25553E-08    0.14243E-09    0.21658E-14
  1136    0.12140E+01    0.77515E+00    0.25468E-08    0.77515E+00    0.11994E+02    0.13825E-09    0.25468E-08    0.13825E-09    0.21581E-14
  1137    0.11704E+01    0.75611E+00    0.25383E-08    0.75611E+00    0.11893E+02    0.13408E-09    0.25383E-08    0.13408E-09    0.21504E-14
  1138    0.11403E+01    0.73635E+00    0.25298E-08    0.73635E+00    0.11798E+02    0.12993E-09    0.25298E-08    0.12993E-09    0.21428E-14
  1139    0.11241E+01    0.71859E+00    0.25214E-08    0.71859E+00    0.11707E+02    0.12579E-09    0.25214E-08    0.12579E-09    0.21351E-14
  1140    0.10479E+01    0.70033E+00    0.25130E-08    0.70033E+00    0.11622E+02    0.12166E-09    0.25130E-08    0.12166E-09    0.21276E-14
  1141    0.98655E+00    0.68353E+00    0.25046E-08    0.68353E+00    0.11540E+02    0.11754E-09    0.25046E-08    0.11754E-09    0.21200E-14
  1142    0.94041E+00    0.66718E+00    0.24963E-08    0.66718E+00    0.11465E+02    0.11344E-09    0.24963E-08    0.11344E-09    0.21125E-14
  1143    0.90996E+00    0.65103E+00    0.24881E-08    0.65103E+00    0.11395E+02    0.10935E-09    0.24881E-08    0.10935E-09    0.21050E-14
  1144    0.74708E+00    0.63554E+00    0.24798E-08    0.63554E+00    0.11329E+02    0.10528E-09    0.24798E-08    0.10528E-09    0.20975E-14
  1145    0.74936E+00    0.62120E+00    0.24716E-08    0.62120E+00    0.11269E+02    0.10122E-09    0.24716E-08    0.10122E-09    0.20901E-14
  1146    0.69441E+00    0.60773E+00    0.24635E-08    0.60773E+00    0.11214E+02    0.97181E-10    0.24635E-08    0.97181E-10    0.20827E-14
  1147    0.65695E+00    0.59487E+00    0.24554E-08    0.59487E+00    0.11165E+02    0.93154E-10    0.24554E-08    0.93154E-10    0.20754E-14
  1148    0.56315E+00    0.58310E+00    0.24473E-08    0.58310E+00    0.11119E+02    0.89143E-10    0.24473E-08    0.89143E-10    0.20680E-14
  1149    0.56203E+00    0.57141E+00    0.24393E-08    0.57141E+00    0.11080E+02    0.85149E-10    0.24393E-08    0.85149E-10    0.20607E-14
  1150    0.50547E+00    0.56102E+00    0.24313E-08    0.56102E+00    0.11045E+02    0.81172E-10    0.24313E-08    0.81172E-10    0.20535E-14
  1151    0.54219E+00    0.55164E+00    0.24233E-08    0.55164E+00    0.11015E+02    0.77212E-10    0.24233E-08    0.77212E-10    0.20462E-14
  1152    0.44823E+00    0.54287E+00    0.24154E-08    0.54287E+00    0.10991E+02    0.73270E-10    0.24154E-08    0.73270E-10    0.20390E-14
  1153    0.51932E+00    0.53426E+00    0.24075E-08    0.53426E+00    0.10972E+02    0.69345E-10    0.24075E-08    0.69345E-10    0.20319E-14
  1154    0.53121E+00    0.52764E+00    0.23997E-08    0.52764E+00    0.10958E+02    0.65438E-10    0.23997E-08    0.65438E-10    0.20247E-14
  1155    0.55678E+00    0.52107E+00    0.23919E-08    0.52107E+00    0.10949E+02    0.61549E-10    0.23919E-08    0.61549E-10    0.20176E-14
  1156    0.52033E+00    0.51413E+00    0.23841E-08    0.51413E+00    0.10944E+02    0.57677E-10    0.23841E-08    0.57677E-10    0.20105E-14
  1157    0.49474E+00    0.50862E+00    0.23764E-08    0.50862E+00    0.10944E+02    0.53824E-10    0.23764E-08    0.53824E-10    0.20035E-14
  1158    0.55289E+00    0.50262E+00    0.23687E-08    0.50262E+00    0.10950E+02    0.49988E-10    0.23687E-08    0.49988E-10    0.19964E-14
  1159    0.61910E+00    0.49720E+00    0.23610E-08    0.49720E+00    0.10960E+02    0.46170E-10    0.23610E-08    0.46170E-10    0.19894E-14
  1160    0.54337E+00    0.49042E+00    0.23534E-08    0.49042E+00    0.10976E+02    0.42371E-10    0.23534E-08    0.42371E-10    0.19825E-14
  1161    0.62146E+00    0.48485E+00    0.23458E-08    0.48485E+00    0.10997E+02    0.38590E-10    0.23458E-08    0.38590E-10    0.19755E-14
  1162    0.62909E+00    0.47856E+00    0.23382E-08    0.47856E+00    0.11022E+02    0.34827E-10    0.23382E-08    0.34827E-10    0.19686E-14
  1163    0.63914E+00    0.47186E+00    0.23307E-08    0.47186E+00    0.11053E+02    0.31082E-10    0.23307E-08    0.31082E-10    0.19618E-14
  1164    0.72450E+00    0.46507E+00    0.23232E-08    0.46507E+00    0.11088E+02    0.27356E-10    0.23232E-08    0.27356E-10    0.19549E-14
  1165    0.73519E+00    0.45850E+00    0.23157E-08    0.45850E+00    0.11128E+02    0.23648E-10    0.23157E-08    0.23648E-10    0.19481E-14
  1166    0.66980E+00    0.45099E+00    0.23083E-08    0.45099E+00    0.11173E+02    0.19959E-10    0.23083E-08    0.19959E-10    0.19413E-14
  1167    0.74979E+00    0.44283E+00    0.23009E-08    0.44283E+00    0.11222E+02    0.16289E-10    0.23009E-08    0.16289E-10    0.19345E-14
  1168    0.75088E+00    0.43510E+00    0.22935E-08    0.43510E+00    0.11277E+02    0.12637E-10    0.22935E-08    0.12637E-10    0.19278E-14
  1169    0.82024E+00    0.42513E+00    0.22862E-08    0.42513E+00    0.11335E+02    0.90045E-11    0.22862E-08    0.90045E-11    0.19211E-14
  1170    0.88219E+00    0.41620E+00    0.22789E-08    0.41620E+00    0.11398E+02    0.53907E-11    0.22789E-08    0.53907E-11    0.19144E-14
  1171    0.86103E+00    0.40566E+00    0.22716E-08    0.40566E+00    0.11466E+02    0.17958E-11    0.22716E-08    0.17958E-11    0.19078E-14
  1172    0.90393E+00    0.39457E+00    0.22643E-08    0.39457E+00    0.11539E+02   -0.17799E-11    0.22643E-08   -0.17799E-11    0.19012E-14
  1173    0.93519E+00    0.38323E+00    0.22571E-08    0.38323E+00    0.11616E+02   -0.53365E-11    0.22571E-08   -0.53365E-11    0.18946E-14
  1174    0.95341E+00    0.37086E+00    0.22499E-08    0.37086E+00    0.11697E+02   -0.88738E-11    0.22499E-08   -0.88738E-11    0.18880E-14
  1175    0.95718E+00    0.35782E+00    0.22427E-08    0.35782E+00    0.11782E+02   -0.12392E-10    0.22427E-08   -0.12392E-10    0.18815E-14
  1176    0.87082E+00    0.34370E+00    0.22356E-08    0.34370E+00    0.11871E+02   -0.15890E-10    0.22356E-08   -0.15890E-10    0.18749E-14
  1177    0.91576E+00    0.32926E+00    0.22285E-08    0.32926E+00    0.11966E+02   -0.19370E-10    0.22285E-08   -0.19370E-10    0.18685E-14
  1178    0.86775E+00    0.31414E+00    0.22214E-08    0.31414E+00    0.12063E+02   -0.22829E-10    0.22214E-08   -0.22829E-10    0.18620E-14
  1179    0.94824E+00    0.29842E+00    0.22143E-08    0.29842E+00    0.12166E+02   -0.26269E-10    0.22143E-08   -0.26269E-10    0.18556E-14
  1180    0.93297E+00    0.28214E+00    0.22073E-08    0.28214E+00    0.12274E+02   -0.29689E-10    0.22073E-08   -0.29689E-10    0.18492E-14
  1181    0.96909E+00    0.26529E+00    0.22003E-08    0.26529E+00    0.12384E+02   -0.33090E-10    0.22003E-08   -0.33090E-10    0.18428E-14
  1182    0.90665E+00    0.24791E+00    0.21933E-08    0.24791E+00    0.12498E+02   -0.36470E-10    0.21933E-08   -0.36470E-10    0.18365E-14
  1183    0.89279E+00    0.23015E+00    0.21863E-08    0.23015E+00    0.12616E+02   -0.39831E-10    0.21863E-08   -0.39831E-10    0.18301E-14
  1184    0.85183E+00    0.21193E+00    0.21794E-08    0.21193E+00    0.12738E+02   -0.43172E-10    0.21794E-08   -0.43172E-10    0.18238E-14
  1185    0.85664E+00    0.19348E+00    0.21724E-08    0.19348E+00    0.12864E+02   -0.46492E-10    0.21724E-08   -0.46492E-10    0.18176E-14
  1186    0.83154E+00    0.17469E+00    0.21655E-08    0.17469E+00    0.12993E+02   -0.49792E-10    0.21655E-08   -0.49792E-10    0.18113E-14
  1187    0.84940E+00    0.15574E+00    0.21587E-08    0.15574E+00    0.13127E+02   -0.53072E-10    0.21587E-08   -0.53072E-10    0.18051E-14
  1188    0.83454E+00    0.13656E+00    0.21518E-08    0.13656E+00    0.13263E+02   -0.56332E-10    0.21518E-08   -0.56332E-10    0.17989E-14
  1189    0.78554E+00    0.11755E+00    0.21450E-08    0.11755E+00    0.13403E+02   -0.59571E-10    0.21450E-08   -0.59571E-10    0.17927E-14
  1190    0.77529E+00    0.98579E-01    0.21381E-08    0.98579E-01    0.13546E+02   -0.62790E-10    0.21381E-08   -0.62790E-10    0.17866E-14
  1191    0.72810E+00    0.80029E-01    0.21313E-08    0.80029E-01    0.13692E+02   -0.65988E-10    0.21313E-08   -0.65988E-10    0.17805E-14
  1192    0.71683E+00    0.61768E-01    0.21246E-08    0.61768E-01    0.13842E+02   -0.69166E-10    0.21246E-08   -0.69166E-10    0.17744E-14
  1193    0.66581E+00    0.44111E-01    0.21178E-08    0.44111E-01    0.13995E+02   -0.72323E-10    0.21178E-08   -0.72323E-10    0.17683E-14
  1194    0.64792E+00    0.27297E-01    0.21111E-08    0.27297E-01    0.14151E+02   -0.75459E-10    0.21111E-08   -0.75459E-10    0.17623E-14
  1195    0.66173E+00    0.11343E-01    0.21043E-08    0.11343E-01    0.14310E+02   -0.78574E-10    0.21043E-08   -0.78574E-10    0.17563E-14
  1196    0.55729E+00   -0.38853E-02    0.20976E-08   -0.38853E-02    0.14473E+02   -0.81668E-10    0.20976E-08   -0.81668E-10    0.17503E-14
  1197    0.55603E+00   -0.17776E-01    0.20909E-08   -0.17776E-01    0.14637E+02   -0.84741E-10    0.20909E-08   -0.84741E-10    0.17443E-14
  1198    0.50799E+00   -0.31427E-01    0.20842E-08   -0.31427E-01    0.14805E+02   -0.87793E-10    0.20842E-08   -0.87793E-10    0.17384E-14
  1199    0.48603E+00   -0.42296E-01    0.20776E-08   -0.42296E-01    0.14974E+02   -0.90823E-10    0.20776E-08   -0.90823E-10    0.17325E-14
  1200    0.41448E+00   -0.51631E-01    0.20709E-08   -0.51631E-01    0.15147E+02   -0.93833E-10    0.20709E-08   -0.93833E-10    0.17266E-14
  1201    0.44046E+00   -0.59930E-01    0.20643E-08   -0.59930E-01    0.15322E+02   -0.96821E-10    0.20643E-08   -0.96821E-10    0.17207E-14
  1202    0.33953E+00   -0.65743E-01    0.20577E-08   -0.65743E-01    0.15500E+02   -0.99787E-10    0.20577E-08   -0.99787E-10    0.17149E-14
  1203    0.33296E+00   -0.70663E-01    0.20511E-08   -0.70663E-01    0.15680E+02   -0.10273E-09    0.20511E-08   -0.10273E-09    0.17090E-14
  1204    0.27056E+00   -0.74051E-01    0.20445E-08   -0.74051E-01    0.15863E+02   -0.10565E-09    0.20445E-08   -0.10565E-09    0.17032E-14
  1205    0.22500E+00   -0.76756E-01    0.20380E-08   -0.76756E-01    0.16046E+02   -0.10855E-09    0.20380E-08   -0.10855E-09    0.16975E-14
  1206    0.19469E+00   -0.78141E-01    0.20314E-08   -0.78141E-01    0.16232E+02   -0.11142E-09    0.20314E-08   -0.11142E-09    0.16917E-14
  1207    0.25229E+00   -0.79798E-01    0.20249E-08   -0.79798E-01    0.16421E+02   -0.11427E-09    0.20249E-08   -0.11427E-09    0.16860E-14
  1208    0.24764E+00   -0.79602E-01    0.20184E-08   -0.79602E-01    0.16611E+02   -0.11710E-09    0.20184E-08   -0.11710E-09    0.16803E-14
  1209    0.17912E+00   -0.79147E-01    0.20119E-08   -0.79147E-01    0.16802E+02   -0.11990E-09    0.20119E-08   -0.11990E-09    0.16746E-14
  1210    0.19370E+00   -0.79280E-01    0.20054E-08   -0.79280E-01    0.16996E+02   -0.12268E-09    0.20054E-08   -0.12268E-09    0.16689E-14
  1211    0.14119E+00   -0.79364E-01    0.19990E-08   -0.79364E-01    0.17191E+02   -0.12543E-09    0.19990E-08   -0.12543E-09    0.16633E-14
  1212    0.16857E+00   -0.78762E-01    0.19926E-08   -0.78762E-01    0.17387E+02   -0.12815E-09    0.19926E-08   -0.12815E-09    0.16577E-14
  1213    0.12565E+00   -0.77580E-01    0.19862E-08   -0.77580E-01    0.17585E+02   -0.13085E-09    0.19862E-08   -0.13085E-09    0.16521E-14
  1214    0.15939E+00   -0.77408E-01    0.19798E-08   -0.77408E-01    0.17784E+02   -0.13352E-09    0.19798E-08   -0.13352E-09    0.16465E-14
  1215    0.19391E+00   -0.77610E-01    0.19734E-08   -0.77610E-01    0.17984E+02   -0.13616E-09    0.19734E-08   -0.13616E-09    0.16410E-14
  1216    0.22759E+00   -0.78292E-01    0.19671E-08   -0.78292E-01    0.18186E+02   -0.13878E-09    0.19671E-08   -0.13878E-09    0.16355E-14
  1217    0.11027E+00   -0.78816E-01    0.19608E-08   -0.78816E-01    0.18389E+02   -0.14136E-09    0.19608E-08   -0.14136E-09    0.16300E-14
  1218    0.13747E+00   -0.80773E-01    0.19545E-08   -0.80773E-01    0.18593E+02   -0.14392E-09    0.19545E-08   -0.14392E-09    0.16245E-14
  1219    0.84720E-01   -0.82041E-01    0.19483E-08   -0.82041E-01    0.18797E+02   -0.14645E-09    0.19483E-08   -0.14645E-09    0.16191E-14
  1220    0.98995E-01   -0.84953E-01    0.19421E-08   -0.84953E-01    0.19002E+02   -0.14895E-09    0.19421E-08   -0.14895E-09    0.16136E-14
  1221    0.10440E+00   -0.88131E-01    0.19359E-08   -0.88131E-01    0.19206E+02   -0.15142E-09    0.19359E-08   -0.15142E-09    0.16082E-14
  1222    0.99324E-01   -0.93165E-01    0.19297E-08   -0.93165E-01    0.19413E+02   -0.15385E-09    0.19297E-08   -0.15385E-09    0.16028E-14
  1223    0.82163E-01   -0.97189E-01    0.19236E-08   -0.97189E-01    0.19620E+02   -0.15626E-09    0.19236E-08   -0.15626E-09    0.15975E-14
  1224    0.51308E-01   -0.10402E+00    0.19175E-08   -0.10402E+00    0.19826E+02   -0.15864E-09    0.19175E-08   -0.15864E-09    0.15921E-14
  1225    0.79436E-01   -0.11154E+00    0.19114E-08   -0.11154E+00    0.20033E+02   -0.16098E-09    0.19114E-08   -0.16098E-09    0.15868E-14
  1226    0.90656E-01   -0.11912E+00    0.19054E-08   -0.11912E+00    0.20240E+02   -0.16329E-09    0.19054E-08   -0.16329E-09    0.15815E-14
  1227    0.15764E+00   -0.12833E+00    0.18994E-08   -0.12833E+00    0.20447E+02   -0.16557E-09    0.18994E-08   -0.16557E-09    0.15762E-14
  1228    0.13022E+00   -0.13781E+00    0.18934E-08   -0.13781E+00    0.20655E+02   -0.16781E-09    0.18934E-08   -0.16781E-09    0.15710E-14
  1229    0.15536E+00   -0.14913E+00    0.18875E-08   -0.14913E+00    0.20862E+02   -0.17003E-09    0.18875E-08   -0.17003E-09    0.15657E-14
  1230    0.85847E-02   -0.16019E+00    0.18816E-08   -0.16019E+00    0.21068E+02   -0.17220E-09    0.18816E-08   -0.17220E-09    0.15605E-14
  1231   -0.14566E-01   -0.17257E+00    0.18757E-08   -0.17257E+00    0.21275E+02   -0.17435E-09    0.18757E-08   -0.17435E-09    0.15553E-14
  1232   -0.64270E-01   -0.18489E+00    0.18699E-08   -0.18489E+00    0.21480E+02   -0.17646E-09    0.18699E-08   -0.17646E-09    0.15501E-14
  1233    0.64322E-02   -0.19949E+00    0.18641E-08   -0.19949E+00    0.21687E+02   -0.17853E-09    0.18641E-08   -0.17853E-09    0.15450E-14
  1234   -0.26917E-01   -0.21349E+00    0.18583E-08   -0.21349E+00    0.21891E+02   -0.18057E-09    0.18583E-08   -0.18057E-09    0.15399E-14
  1235    0.20549E+00   -0.22850E+00    0.18526E-08   -0.22850E+00    0.22096E+02   -0.18257E-09    0.18526E-08   -0.18257E-09    0.15347E-14
  1236    0.25635E+00   -0.24387E+00    0.18469E-08   -0.24387E+00    0.22299E+02   -0.18453E-09    0.18469E-08   -0.18453E-09    0.15297E-14
  1237    0.27262E+00   -0.26046E+00    0.18413E-08   -0.26046E+00    0.22502E+02   -0.18646E-09    0.18413E-08   -0.18646E-09    0.15246E-14
  1238    0.32697E+00   -0.27761E+00    0.18357E-08   -0.27761E+00    0.22704E+02   -0.18835E-09    0.18357E-08   -0.18835E-09    0.15195E-14
  1239    0.34352E+00   -0.29545E+00    0.18301E-08   -0.29545E+00    0.22904E+02   -0.19020E-09    0.18301E-08   -0.19020E-09    0.15145E-14
  1240    0.32066E+00   -0.31260E+00    0.18246E-08   -0.31260E+00    0.23104E+02   -0.19201E-09    0.18246E-08   -0.19201E-09    0.15095E-14
  1241    0.40534E+00   -0.33063E+00    0.18191E-08   -0.33063E+00    0.23301E+02   -0.19378E-09    0.18191E-08   -0.19378E-09    0.15045E-14
  1242    0.37311E+00   -0.34743E+00    0.18137E-08   -0.34743E+00    0.23500E+02   -0.19552E-09    0.18137E-08   -0.19552E-09    0.14995E-14
  1243    0.37093E+00   -0.36630E+00    0.18083E-08   -0.36630E+00    0.23694E+02   -0.19721E-09    0.18083E-08   -0.19721E-09    0.14946E-14
  1244    0.39719E+00   -0.38356E+00    0.18030E-08   -0.38356E+00    0.23889E+02   -0.19887E-09    0.18030E-08   -0.19887E-09    0.14896E-14
  1245    0.45029E+00   -0.40094E+00    0.17977E-08   -0.40094E+00    0.24082E+02   -0.20048E-09    0.17977E-08   -0.20048E-09    0.14847E-14
  1246    0.45432E+00   -0.41685E+00    0.17924E-08   -0.41685E+00    0.24273E+02   -0.20206E-09    0.17924E-08   -0.20206E-09    0.14798E-14
  1247    0.40769E+00   -0.43295E+00    0.17872E-08   -0.43295E+00    0.24462E+02   -0.20359E-09    0.17872E-08   -0.20359E-09    0.14750E-14
  1248    0.38307E+00   -0.44867E+00    0.17820E-08   -0.44867E+00    0.24650E+02   -0.20508E-09    0.17820E-08   -0.20508E-09    0.14701E-14
  1249    0.37886E+00   -0.46324E+00    0.17769E-08   -0.46324E+00    0.24837E+02   -0.20652E-09    0.17769E-08   -0.20652E-09    0.14653E-14
  1250    0.39344E+00   -0.47689E+00    0.17719E-08   -0.47689E+00    0.25021E+02   -0.20793E-09    0.17719E-08   -0.20793E-09    0.14605E-14
  1251    0.35114E+00   -0.48965E+00    0.17668E-08   -0.48965E+00    0.25202E+02   -0.20929E-09    0.17668E-08   -0.20929E-09    0.14557E-14
  1252    0.39999E+00   -0.50159E+00    0.17619E-08   -0.50159E+00    0.25383E+02   -0.21061E-09    0.17619E-08   -0.21061E-09    0.14509E-14
  1253    0.31682E+00   -0.51243E+00    0.17570E-08   -0.51243E+00    0.25560E+02   -0.21188E-09    0.17570E-08   -0.21188E-09    0.14461E-14
  1254    0.24988E+00   -0.52246E+00    0.17521E-08   -0.52246E+00    0.25735E+02   -0.21312E-09    0.17521E-08   -0.21312E-09    0.14414E-14
  1255    0.19885E+00   -0.53188E+00    0.17473E-08   -0.53188E+00    0.25908E+02   -0.21431E-09    0.17473E-08   -0.21431E-09    0.14367E-14
  1256    0.23768E+00   -0.54046E+00    0.17425E-08   -0.54046E+00    0.26079E+02   -0.21546E-09    0.17425E-08   -0.21546E-09    0.14320E-14
  1257    0.21749E+00   -0.54851E+00    0.17377E-08   -0.54851E+00    0.26247E+02   -0.21657E-09    0.17377E-08   -0.21657E-09    0.14273E-14
  1258    0.13797E+00   -0.55598E+00    0.17330E-08   -0.55598E+00    0.26412E+02   -0.21765E-09    0.17330E-08   -0.21765E-09    0.14226E-14
  1259    0.73062E-01   -0.56297E+00    0.17283E-08   -0.56297E+00    0.26575E+02   -0.21868E-09    0.17283E-08   -0.21868E-09    0.14180E-14
  1260    0.22460E-01   -0.56947E+00    0.17237E-08   -0.56947E+00    0.26735E+02   -0.21967E-09    0.17237E-08   -0.21967E-09    0.14133E-14
  1261   -0.14160E-01   -0.57564E+00    0.17191E-08   -0.57564E+00    0.26893E+02   -0.22063E-09    0.17191E-08   -0.22063E-09    0.14087E-14
  1262   -0.37120E-01   -0.58132E+00    0.17146E-08   -0.58132E+00    0.27048E+02   -0.22154E-09    0.17146E-08   -0.22154E-09    0.14041E-14
  1263   -0.46740E-01   -0.58687E+00    0.17100E-08   -0.58687E+00    0.27200E+02   -0.22242E-09    0.17100E-08   -0.22242E-09    0.13996E-14
  1264   -0.11762E+00   -0.59238E+00    0.17055E-08   -0.59238E+00    0.27349E+02   -0.22326E-09    0.17055E-08   -0.22326E-09    0.13950E-14
  1265   -0.10153E+00   -0.59767E+00    0.17011E-08   -0.59767E+00    0.27494E+02   -0.22407E-09    0.17011E-08   -0.22407E-09    0.13905E-14
  1266   -0.14733E+00   -0.60268E+00    0.16966E-08   -0.60268E+00    0.27637E+02   -0.22484E-09    0.16966E-08   -0.22484E-09    0.13859E-14
  1267   -0.18108E+00   -0.60777E+00    0.16922E-08   -0.60777E+00    0.27776E+02   -0.22557E-09    0.16922E-08   -0.22557E-09    0.13814E-14
  1268   -0.19567E+00   -0.61293E+00    0.16879E-08   -0.61293E+00    0.27914E+02   -0.22627E-09    0.16879E-08   -0.22627E-09    0.13770E-14
  1269   -0.19141E+00   -0.61772E+00    0.16835E-08   -0.61772E+00    0.28046E+02   -0.22693E-09    0.16835E-08   -0.22693E-09    0.13725E-14
  1270   -0.20577E+00   -0.62338E+00    0.16792E-08   -0.62338E+00    0.28176E+02   -0.22756E-09    0.16792E-08   -0.22756E-09    0.13680E-14
  1271   -0.20193E+00   -0.62866E+00    0.16749E-08   -0.62866E+00    0.28303E+02   -0.22816E-09    0.16749E-08   -0.22816E-09    0.13636E-14
  1272   -0.20992E+00   -0.63391E+00    0.16706E-08   -0.63391E+00    0.28426E+02   -0.22872E-09    0.16706E-08   -0.22872E-09    0.13592E-14
  1273   -0.23006E+00   -0.63951E+00    0.16663E-08   -0.63951E+00    0.28545E+02   -0.22925E-09    0.16663E-08   -0.22925E-09    0.13548E-14
  1274   -0.23296E+00   -0.64508E+00    0.16621E-08   -0.64508E+00    0.28660E+02   -0.22975E-09    0.16621E-08   -0.22975E-09    0.13504E-14
  1275   -0.23380E+00   -0.65023E+00    0.16578E-08   -0.65023E+00    0.28773E+02   -0.23021E-09    0.16578E-08   -0.23021E-09    0.13460E-14
  1276   -0.24033E+00   -0.65608E+00    0.16536E-08   -0.65608E+00    0.28882E+02   -0.23065E-09    0.16536E-08   -0.23065E-09    0.13417E-14
  1277   -0.23800E+00   -0.66152E+00    0.16494E-08   -0.66152E+00    0.28987E+02   -0.23105E-09    0.16494E-08   -0.23105E-09    0.13373E-14
  1278   -0.23458E+00   -0.66764E+00    0.16452E-08   -0.66764E+00    0.29089E+02   -0.23142E-09    0.16452E-08   -0.23142E-09    0.13330E-14
  1279   -0.22294E+00   -0.67333E+00    0.16411E-08   -0.67333E+00    0.29186E+02   -0.23177E-09    0.16411E-08   -0.23177E-09    0.13287E-14
  1280   -0.20342E+00   -0.68044E+00    0.16369E-08   -0.68044E+00    0.29280E+02   -0.23208E-09    0.16369E-08   -0.23208E-09    0.13245E-14
  1281   -0.18376E+00   -0.68636E+00    0.16328E-08   -0.68636E+00    0.29371E+02   -0.23236E-09    0.16328E-08   -0.23236E-09    0.13202E-14
  1282   -0.15685E+00   -0.69295E+00    0.16286E-08   -0.69295E+00    0.29457E+02   -0.23262E-09    0.16286E-08   -0.23262E-09    0.13159E-14
  1283   -0.13044E+00   -0.69983E+00    0.16245E-08   -0.69983E+00    0.29540E+02   -0.23285E-09    0.16245E-08   -0.23285E-09    0.13117E-14
  1284   -0.97434E-01   -0.70736E+00    0.16203E-08   -0.70736E+00    0.29618E+02   -0.23305E-09    0.16203E-08   -0.23305E-09    0.13075E-14
  1285   -0.72997E-01   -0.71444E+00    0.16162E-08   -0.71444E+00    0.29693E+02   -0.23322E-09    0.16162E-08   -0.23322E-09    0.13033E-14
  1286   -0.42597E-01   -0.72215E+00    0.16121E-08   -0.72215E+00    0.29763E+02   -0.23337E-09    0.16121E-08   -0.23337E-09    0.12991E-14
  1287   -0.65533E-02   -0.72939E+00    0.16080E-08   -0.72939E+00    0.29830E+02   -0.23349E-09    0.16080E-08   -0.23349E-09    0.12949E-14
  1288    0.34812E-01   -0.73801E+00    0.16038E-08   -0.73801E+00    0.29893E+02   -0.23358E-09    0.16038E-08   -0.23358E-09    0.12908E-14
  1289    0.73751E-01   -0.74540E+00    0.15997E-08   -0.74540E+00    0.29952E+02   -0.23365E-09    0.15997E-08   -0.23365E-09    0.12867E-14
  1290    0.10994E+00   -0.75415E+00    0.15956E-08   -0.75415E+00    0.30006E+02   -0.23369E-09    0.15956E-08   -0.23369E-09    0.12825E-14
  1291    0.15049E+00   -0.76315E+00    0.15915E-08   -0.76315E+00    0.30056E+02   -0.23371E-09    0.15915E-08   -0.23371E-09    0.12784E-14
  1292    0.18765E+00   -0.77276E+00    0.15873E-08   -0.77276E+00    0.30101E+02   -0.23371E-09    0.15873E-08   -0.23371E-09    0.12743E-14
  1293    0.22110E+00   -0.78335E+00    0.15832E-08   -0.78335E+00    0.30144E+02   -0.23368E-09    0.15832E-08   -0.23368E-09    0.12703E-14
  1294    0.26538E+00   -0.79157E+00    0.15791E-08   -0.79157E+00    0.30182E+02   -0.23363E-09    0.15791E-08   -0.23363E-09    0.12662E-14
  1295    0.29788E+00   -0.80225E+00    0.15749E-08   -0.80225E+00    0.30216E+02   -0.23356E-09    0.15749E-08   -0.23356E-09    0.12622E-14
  1296    0.32571E+00   -0.81128E+00    0.15707E-08   -0.81128E+00    0.30246E+02   -0.23347E-09    0.15707E-08   -0.23347E-09    0.12581E-14
  1297    0.35597E+00   -0.82202E+00    0.15666E-08   -0.82202E+00    0.30272E+02   -0.23335E-09    0.15666E-08   -0.23335E-09    0.12541E-14
  1298    0.38091E+00   -0.83259E+00    0.15624E-08   -0.83259E+00    0.30294E+02   -0.23322E-09    0.15624E-08   -0.23322E-09    0.12501E-14
  1299    0.39280E+00   -0.84410E+00    0.15582E-08   -0.84410E+00    0.30312E+02   -0.23306E-09    0.15582E-08   -0.23306E-09    0.12462E-14
  1300    0.41359E+00   -0.85544E+00    0.15539E-08   -0.85544E+00    0.30324E+02   -0.23288E-09    0.15539E-08   -0.23288E-09    0.12422E-14
  1301    0.42832E+00   -0.86696E+00    0.15497E-08   -0.86696E+00    0.30334E+02   -0.23269E-09    0.15497E-08   -0.23269E-09    0.12382E-14
  1302    0.43039E+00   -0.87819E+00    0.15455E-08   -0.87819E+00    0.30339E+02   -0.23247E-09    0.15455E-08   -0.23247E-09    0.12343E-14
  1303    0.42826E+00   -0.89087E+00    0.15412E-08   -0.89087E+00    0.30340E+02   -0.23224E-09    0.15412E-08   -0.23224E-09    0.12304E-14
