#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2005    0.14915E+00   -0.21364E+00    0.28149E-09   -0.21364E+00    0.82640E+01    0.23371E-10    0.28149E-09    0.23371E-10    0.18297E-15
  2006    0.15963E+00   -0.21383E+00    0.28130E-09   -0.21383E+00    0.81971E+01    0.22510E-10    0.28130E-09    0.22510E-10    0.18254E-15
  2007    0.15917E+00   -0.21289E+00    0.28115E-09   -0.21289E+00    0.81286E+01    0.21551E-10    0.28115E-09    0.21551E-10    0.18210E-15
  2008    0.17024E+00   -0.21299E+00    0.28102E-09   -0.21299E+00    0.80600E+01    0.20500E-10    0.28102E-09    0.20500E-10    0.18167E-15
  2009    0.17815E+00   -0.21187E+00    0.28091E-09   -0.21187E+00    0.79920E+01    0.19362E-10    0.28091E-09    0.19362E-10    0.18123E-15
  2010    0.17567E+00   -0.21170E+00    0.28083E-09   -0.21170E+00    0.79240E+01    0.18143E-10    0.28083E-09    0.18143E-10    0.18080E-15
  2011    0.18526E+00   -0.21168E+00    0.28078E-09   -0.21168E+00    0.78551E+01    0.16849E-10    0.28078E-09    0.16849E-10    0.18037E-15
  2012    0.19224E+00   -0.21176E+00    0.28074E-09   -0.21176E+00    0.77868E+01    0.15485E-10    0.28074E-09    0.15485E-10    0.17994E-15
  2013    0.18937E+00   -0.21189E+00    0.28072E-09   -0.21189E+00    0.77177E+01    0.14059E-10    0.28072E-09    0.14059E-10    0.17951E-15
  2014    0.19910E+00   -0.21053E+00    0.28072E-09   -0.21053E+00    0.76499E+01    0.12575E-10    0.28072E-09    0.12575E-10    0.17909E-15
  2015    0.20677E+00   -0.21136E+00    0.28074E-09   -0.21136E+00    0.75813E+01    0.11039E-10    0.28074E-09    0.11039E-10    0.17866E-15
  2016    0.21997E+00   -0.21059E+00    0.28077E-09   -0.21059E+00    0.75133E+01    0.94581E-11    0.28077E-09    0.94581E-11    0.17824E-15
  2017    0.21661E+00   -0.21042E+00    0.28081E-09   -0.21042E+00    0.74453E+01    0.78367E-11    0.28081E-09    0.78367E-11    0.17781E-15
  2018    0.21916E+00   -0.21004E+00    0.28086E-09   -0.21004E+00    0.73773E+01    0.61813E-11    0.28086E-09    0.61813E-11    0.17739E-15
  2019    0.22036E+00   -0.20792E+00    0.28091E-09   -0.20792E+00    0.73093E+01    0.44976E-11    0.28091E-09    0.44976E-11    0.17697E-15
  2020    0.22781E+00   -0.20772E+00    0.28097E-09   -0.20772E+00    0.72413E+01    0.27914E-11    0.28097E-09    0.27914E-11    0.17655E-15
  2021    0.23429E+00   -0.20642E+00    0.28104E-09   -0.20642E+00    0.71740E+01    0.10687E-11    0.28104E-09    0.10687E-11    0.17613E-15
  2022    0.23252E+00   -0.20546E+00    0.28111E-09   -0.20546E+00    0.71068E+01   -0.66473E-12    0.28111E-09   -0.66473E-12    0.17571E-15
  2023    0.23014E+00   -0.20403E+00    0.28117E-09   -0.20403E+00    0.70397E+01   -0.24031E-11    0.28117E-09   -0.24031E-11    0.17529E-15
  2024    0.23473E+00   -0.20284E+00    0.28124E-09   -0.20284E+00    0.69728E+01   -0.41405E-11    0.28124E-09   -0.41405E-11    0.17488E-15
  2025    0.22420E+00   -0.20109E+00    0.28130E-09   -0.20109E+00    0.69062E+01   -0.58711E-11    0.28130E-09   -0.58711E-11    0.17446E-15
  2026    0.22845E+00   -0.19947E+00    0.28135E-09   -0.19947E+00    0.68399E+01   -0.75891E-11    0.28135E-09   -0.75891E-11    0.17405E-15
  2027    0.23279E+00   -0.19718E+00    0.28140E-09   -0.19718E+00    0.67739E+01   -0.92887E-11    0.28140E-09   -0.92887E-11    0.17364E-15
  2028    0.22255E+00   -0.19493E+00    0.28144E-09   -0.19493E+00    0.67083E+01   -0.10964E-10    0.28144E-09   -0.10964E-10    0.17322E-15
  2029    0.22762E+00   -0.19265E+00    0.28146E-09   -0.19265E+00    0.66429E+01   -0.12609E-10    0.28146E-09   -0.12609E-10    0.17281E-15
  2030    0.21846E+00   -0.19029E+00    0.28148E-09   -0.19029E+00    0.65779E+01   -0.14218E-10    0.28148E-09   -0.14218E-10    0.17240E-15
  2031    0.21013E+00   -0.18781E+00    0.28147E-09   -0.18781E+00    0.65134E+01   -0.15785E-10    0.28147E-09   -0.15785E-10    0.17200E-15
  2032    0.21022E+00   -0.18516E+00    0.28145E-09   -0.18516E+00    0.64491E+01   -0.17305E-10    0.28145E-09   -0.17305E-10    0.17159E-15
  2033    0.20405E+00   -0.18227E+00    0.28141E-09   -0.18227E+00    0.63855E+01   -0.18771E-10    0.28141E-09   -0.18771E-10    0.17118E-15
  2034    0.20667E+00   -0.17911E+00    0.28135E-09   -0.17911E+00    0.63222E+01   -0.20178E-10    0.28135E-09   -0.20178E-10    0.17078E-15
  2035    0.19598E+00   -0.17562E+00    0.28127E-09   -0.17562E+00    0.62594E+01   -0.21519E-10    0.28127E-09   -0.21519E-10    0.17037E-15
  2036    0.18699E+00   -0.17249E+00    0.28116E-09   -0.17249E+00    0.61970E+01   -0.22790E-10    0.28116E-09   -0.22790E-10    0.16997E-15
  2037    0.18734E+00   -0.16893E+00    0.28102E-09   -0.16893E+00    0.61352E+01   -0.23983E-10    0.28102E-09   -0.23983E-10    0.16957E-15
  2038    0.16747E+00   -0.16564E+00    0.28086E-09   -0.16564E+00    0.60738E+01   -0.25094E-10    0.28086E-09   -0.25094E-10    0.16917E-15
  2039    0.16472E+00   -0.16106E+00    0.28066E-09   -0.16106E+00    0.60131E+01   -0.26117E-10    0.28066E-09   -0.26117E-10    0.16877E-15
  2040    0.16441E+00   -0.15739E+00    0.28043E-09   -0.15739E+00    0.59528E+01   -0.27045E-10    0.28043E-09   -0.27045E-10    0.16837E-15
  2041    0.15186E+00   -0.15308E+00    0.28017E-09   -0.15308E+00    0.58931E+01   -0.27872E-10    0.28017E-09   -0.27872E-10    0.16797E-15
  2042    0.14953E+00   -0.14957E+00    0.27987E-09   -0.14957E+00    0.58340E+01   -0.28594E-10    0.27987E-09   -0.28594E-10    0.16757E-15
  2043    0.13533E+00   -0.14458E+00    0.27953E-09   -0.14458E+00    0.57755E+01   -0.29204E-10    0.27953E-09   -0.29204E-10    0.16718E-15
  2044    0.13914E+00   -0.14028E+00    0.27916E-09   -0.14028E+00    0.57176E+01   -0.29696E-10    0.27916E-09   -0.29696E-10    0.16678E-15
  2045    0.13144E+00   -0.13589E+00    0.27874E-09   -0.13589E+00    0.56603E+01   -0.30064E-10    0.27874E-09   -0.30064E-10    0.16639E-15
  2046    0.13468E+00   -0.13210E+00    0.27827E-09   -0.13210E+00    0.56037E+01   -0.30303E-10    0.27827E-09   -0.30303E-10    0.16600E-15
  2047    0.12676E+00   -0.12810E+00    0.27776E-09   -0.12810E+00    0.55477E+01   -0.30406E-10    0.27776E-09   -0.30406E-10    0.16560E-15
  2048    0.12273E+00   -0.12312E+00    0.27721E-09   -0.12312E+00    0.54924E+01   -0.30369E-10    0.27721E-09   -0.30369E-10    0.16521E-15
  2049    0.12275E+00   -0.11931E+00    0.27660E-09   -0.11931E+00    0.54378E+01   -0.30184E-10    0.27660E-09   -0.30184E-10    0.16482E-15
  2050    0.11958E+00   -0.11442E+00    0.27594E-09   -0.11442E+00    0.53838E+01   -0.29847E-10    0.27594E-09   -0.29847E-10    0.16443E-15
  2051    0.10594E+00   -0.11060E+00    0.27523E-09   -0.11060E+00    0.53306E+01   -0.29353E-10    0.27523E-09   -0.29353E-10    0.16405E-15
  2052    0.11154E+00   -0.10631E+00    0.27446E-09   -0.10631E+00    0.52782E+01   -0.28707E-10    0.27446E-09   -0.28707E-10    0.16366E-15
  2053    0.10661E+00   -0.10148E+00    0.27365E-09   -0.10148E+00    0.52264E+01   -0.27915E-10    0.27365E-09   -0.27915E-10    0.16327E-15
  2054    0.10597E+00   -0.97533E-01    0.27279E-09   -0.97533E-01    0.51754E+01   -0.26985E-10    0.27279E-09   -0.26985E-10    0.16289E-15
  2055    0.10215E+00   -0.93653E-01    0.27189E-09   -0.93653E-01    0.51251E+01   -0.25921E-10    0.27189E-09   -0.25921E-10    0.16251E-15
  2056    0.10254E+00   -0.89775E-01    0.27094E-09   -0.89775E-01    0.50757E+01   -0.24732E-10    0.27094E-09   -0.24732E-10    0.16212E-15
  2057    0.10709E+00   -0.85087E-01    0.26995E-09   -0.85087E-01    0.50270E+01   -0.23423E-10    0.26995E-09   -0.23423E-10    0.16174E-15
  2058    0.10832E+00   -0.81750E-01    0.26893E-09   -0.81750E-01    0.49791E+01   -0.22001E-10    0.26893E-09   -0.22001E-10    0.16136E-15
  2059    0.11364E+00   -0.77469E-01    0.26786E-09   -0.77469E-01    0.49321E+01   -0.20472E-10    0.26786E-09   -0.20472E-10    0.16098E-15
  2060    0.11555E+00   -0.72917E-01    0.26677E-09   -0.72917E-01    0.48857E+01   -0.18843E-10    0.26677E-09   -0.18843E-10    0.16060E-15
  2061    0.12146E+00   -0.68771E-01    0.26564E-09   -0.68771E-01    0.48403E+01   -0.17121E-10    0.26564E-09   -0.17121E-10    0.16023E-15
  2062    0.12388E+00   -0.64963E-01    0.26448E-09   -0.64963E-01    0.47957E+01   -0.15312E-10    0.26448E-09   -0.15312E-10    0.15985E-15
  2063    0.13021E+00   -0.60682E-01    0.26329E-09   -0.60682E-01    0.47520E+01   -0.13423E-10    0.26329E-09   -0.13423E-10    0.15947E-15
  2064    0.12554E+00   -0.56603E-01    0.26208E-09   -0.56603E-01    0.47091E+01   -0.11459E-10    0.26208E-09   -0.11459E-10    0.15910E-15
  2065    0.12469E+00   -0.52659E-01    0.26084E-09   -0.52659E-01    0.46671E+01   -0.94282E-11    0.26084E-09   -0.94282E-11    0.15873E-15
  2066    0.13503E+00   -0.49524E-01    0.25958E-09   -0.49524E-01    0.46261E+01   -0.73363E-11    0.25958E-09   -0.73363E-11    0.15835E-15
  2067    0.13426E+00   -0.45645E-01    0.25831E-09   -0.45645E-01    0.45858E+01   -0.51900E-11    0.25831E-09   -0.51900E-11    0.15798E-15
  2068    0.12974E+00   -0.42441E-01    0.25701E-09   -0.42441E-01    0.45464E+01   -0.29958E-11    0.25701E-09   -0.29958E-11    0.15761E-15
  2069    0.13629E+00   -0.38357E-01    0.25570E-09   -0.38357E-01    0.45080E+01   -0.76026E-12    0.25570E-09   -0.76026E-12    0.15724E-15
  2070    0.13159E+00   -0.35555E-01    0.25438E-09   -0.35555E-01    0.44704E+01    0.15102E-11    0.25438E-09    0.15102E-11    0.15687E-15
  2071    0.13045E+00   -0.32481E-01    0.25305E-09   -0.32481E-01    0.44338E+01    0.38089E-11    0.25305E-09    0.38089E-11    0.15650E-15
  2072    0.13282E+00   -0.29068E-01    0.25171E-09   -0.29068E-01    0.43981E+01    0.61295E-11    0.25171E-09    0.61295E-11    0.15614E-15
  2073    0.13124E+00   -0.25991E-01    0.25036E-09   -0.25991E-01    0.43633E+01    0.84654E-11    0.25036E-09    0.84654E-11    0.15577E-15
  2074    0.13309E+00   -0.23181E-01    0.24900E-09   -0.23181E-01    0.43294E+01    0.10810E-10    0.24900E-09    0.10810E-10    0.15540E-15
  2075    0.13089E+00   -0.19829E-01    0.24765E-09   -0.19829E-01    0.42965E+01    0.13157E-10    0.24765E-09    0.13157E-10    0.15504E-15
  2076    0.12461E+00   -0.16609E-01    0.24629E-09   -0.16609E-01    0.42645E+01    0.15500E-10    0.24629E-09    0.15500E-10    0.15468E-15
  2077    0.12905E+00   -0.14197E-01    0.24494E-09   -0.14197E-01    0.42334E+01    0.17832E-10    0.24494E-09    0.17832E-10    0.15431E-15
  2078    0.12933E+00   -0.11039E-01    0.24359E-09   -0.11039E-01    0.42033E+01    0.20147E-10    0.24359E-09    0.20147E-10    0.15395E-15
  2079    0.11053E+00   -0.85533E-02    0.24225E-09   -0.85533E-02    0.41742E+01    0.22437E-10    0.24225E-09    0.22437E-10    0.15359E-15
  2080    0.11719E+00   -0.51864E-02    0.24092E-09   -0.51864E-02    0.41460E+01    0.24698E-10    0.24092E-09    0.24698E-10    0.15323E-15
  2081    0.11212E+00   -0.30992E-02    0.23959E-09   -0.30992E-02    0.41188E+01    0.26922E-10    0.23959E-09    0.26922E-10    0.15287E-15
  2082    0.11013E+00    0.45765E-05    0.23828E-09    0.45765E-05    0.40925E+01    0.29103E-10    0.23828E-09    0.29103E-10    0.15252E-15
  2083    0.11118E+00    0.12214E-02    0.23699E-09    0.12214E-02    0.40671E+01    0.31233E-10    0.23699E-09    0.31233E-10    0.15216E-15
  2084    0.10038E+00    0.35902E-02    0.23571E-09    0.35902E-02    0.40428E+01    0.33308E-10    0.23571E-09    0.33308E-10    0.15180E-15
  2085    0.10739E+00    0.64358E-02    0.23445E-09    0.64358E-02    0.40194E+01    0.35319E-10    0.23445E-09    0.35319E-10    0.15145E-15
  2086    0.10245E+00    0.90833E-02    0.23321E-09    0.90833E-02    0.39970E+01    0.37261E-10    0.23321E-09    0.37261E-10    0.15109E-15
  2087    0.10038E+00    0.10857E-01    0.23200E-09    0.10857E-01    0.39755E+01    0.39127E-10    0.23200E-09    0.39127E-10    0.15074E-15
  2088    0.93714E-01    0.12569E-01    0.23081E-09    0.12569E-01    0.39550E+01    0.40911E-10    0.23081E-09    0.40911E-10    0.15039E-15
  2089    0.97255E-01    0.15028E-01    0.22965E-09    0.15028E-01    0.39354E+01    0.42606E-10    0.22965E-09    0.42606E-10    0.15003E-15
  2090    0.88679E-01    0.16817E-01    0.22851E-09    0.16817E-01    0.39168E+01    0.44205E-10    0.22851E-09    0.44205E-10    0.14968E-15
  2091    0.97656E-01    0.18746E-01    0.22741E-09    0.18746E-01    0.38992E+01    0.45702E-10    0.22741E-09    0.45702E-10    0.14933E-15
  2092    0.94430E-01    0.20140E-01    0.22635E-09    0.20140E-01    0.38825E+01    0.47091E-10    0.22635E-09    0.47091E-10    0.14898E-15
  2093    0.86386E-01    0.23296E-01    0.22532E-09    0.23296E-01    0.38667E+01    0.48365E-10    0.22532E-09    0.48365E-10    0.14864E-15
  2094    0.88337E-01    0.25310E-01    0.22433E-09    0.25310E-01    0.38520E+01    0.49518E-10    0.22433E-09    0.49518E-10    0.14829E-15
  2095    0.92813E-01    0.26992E-01    0.22338E-09    0.26992E-01    0.38381E+01    0.50542E-10    0.22338E-09    0.50542E-10    0.14794E-15
  2096    0.92342E-01    0.28261E-01    0.22247E-09    0.28261E-01    0.38253E+01    0.51432E-10    0.22247E-09    0.51432E-10    0.14759E-15
  2097    0.94308E-01    0.30152E-01    0.22161E-09    0.30152E-01    0.38133E+01    0.52181E-10    0.22161E-09    0.52181E-10    0.14725E-15
  2098    0.98670E-01    0.31542E-01    0.22079E-09    0.31542E-01    0.38023E+01    0.52782E-10    0.22079E-09    0.52782E-10    0.14691E-15
  2099    0.10538E+00    0.34060E-01    0.22003E-09    0.34060E-01    0.37922E+01    0.53229E-10    0.22003E-09    0.53229E-10    0.14656E-15
  2100    0.11441E+00    0.35471E-01    0.21931E-09    0.35471E-01    0.37831E+01    0.53515E-10    0.21931E-09    0.53515E-10    0.14622E-15
  2101    0.11823E+00    0.37323E-01    0.21865E-09    0.37323E-01    0.37749E+01    0.53637E-10    0.21865E-09    0.53637E-10    0.14588E-15
  2102    0.12406E+00    0.39292E-01    0.21804E-09    0.39292E-01    0.37676E+01    0.53597E-10    0.21804E-09    0.53597E-10    0.14554E-15
  2103    0.13163E+00    0.41194E-01    0.21748E-09    0.41194E-01    0.37612E+01    0.53401E-10    0.21748E-09    0.53401E-10    0.14520E-15
  2104    0.14812E+00    0.43147E-01    0.21696E-09    0.43147E-01    0.37557E+01    0.53055E-10    0.21696E-09    0.53055E-10    0.14486E-15
  2105    0.15098E+00    0.45117E-01    0.21650E-09    0.45117E-01    0.37510E+01    0.52565E-10    0.21650E-09    0.52565E-10    0.14452E-15
  2106    0.16223E+00    0.47071E-01    0.21608E-09    0.47071E-01    0.37474E+01    0.51935E-10    0.21608E-09    0.51935E-10    0.14418E-15
  2107    0.17419E+00    0.48976E-01    0.21571E-09    0.48976E-01    0.37445E+01    0.51173E-10    0.21571E-09    0.51173E-10    0.14384E-15
  2108    0.17917E+00    0.50873E-01    0.21537E-09    0.50873E-01    0.37426E+01    0.50284E-10    0.21537E-09    0.50284E-10    0.14351E-15
  2109    0.19919E+00    0.52804E-01    0.21508E-09    0.52804E-01    0.37415E+01    0.49272E-10    0.21508E-09    0.49272E-10    0.14317E-15
  2110    0.21171E+00    0.54662E-01    0.21483E-09    0.54662E-01    0.37413E+01    0.48145E-10    0.21483E-09    0.48145E-10    0.14284E-15
  2111    0.22389E+00    0.56487E-01    0.21462E-09    0.56487E-01    0.37419E+01    0.46907E-10    0.21462E-09    0.46907E-10    0.14251E-15
  2112    0.23548E+00    0.58321E-01    0.21444E-09    0.58321E-01    0.37434E+01    0.45564E-10    0.21444E-09    0.45564E-10    0.14217E-15
  2113    0.24622E+00    0.59983E-01    0.21430E-09    0.59983E-01    0.37457E+01    0.44122E-10    0.21430E-09    0.44122E-10    0.14184E-15
  2114    0.26327E+00    0.61663E-01    0.21419E-09    0.61663E-01    0.37488E+01    0.42587E-10    0.21419E-09    0.42587E-10    0.14151E-15
  2115    0.27151E+00    0.63326E-01    0.21411E-09    0.63326E-01    0.37528E+01    0.40964E-10    0.21411E-09    0.40964E-10    0.14118E-15
  2116    0.29299E+00    0.64942E-01    0.21407E-09    0.64942E-01    0.37577E+01    0.39259E-10    0.21407E-09    0.39259E-10    0.14085E-15
  2117    0.30514E+00    0.66327E-01    0.21405E-09    0.66327E-01    0.37636E+01    0.37478E-10    0.21405E-09    0.37478E-10    0.14052E-15
  2118    0.31513E+00    0.67895E-01    0.21406E-09    0.67895E-01    0.37700E+01    0.35626E-10    0.21406E-09    0.35626E-10    0.14020E-15
  2119    0.33014E+00    0.69316E-01    0.21409E-09    0.69316E-01    0.37772E+01    0.33709E-10    0.21409E-09    0.33709E-10    0.13987E-15
  2120    0.33505E+00    0.70779E-01    0.21415E-09    0.70779E-01    0.37852E+01    0.31732E-10    0.21415E-09    0.31732E-10    0.13954E-15
  2121    0.34446E+00    0.72103E-01    0.21423E-09    0.72103E-01    0.37941E+01    0.29702E-10    0.21423E-09    0.29702E-10    0.13922E-15
  2122    0.35067E+00    0.73478E-01    0.21433E-09    0.73478E-01    0.38036E+01    0.27624E-10    0.21433E-09    0.27624E-10    0.13889E-15
  2123    0.36086E+00    0.74796E-01    0.21446E-09    0.74796E-01    0.38138E+01    0.25503E-10    0.21446E-09    0.25503E-10    0.13857E-15
  2124    0.37476E+00    0.76174E-01    0.21460E-09    0.76174E-01    0.38248E+01    0.23346E-10    0.21460E-09    0.23346E-10    0.13825E-15
  2125    0.37726E+00    0.77577E-01    0.21475E-09    0.77577E-01    0.38366E+01    0.21157E-10    0.21475E-09    0.21157E-10    0.13793E-15
  2126    0.39038E+00    0.78974E-01    0.21492E-09    0.78974E-01    0.38489E+01    0.18944E-10    0.21492E-09    0.18944E-10    0.13761E-15
  2127    0.39159E+00    0.80332E-01    0.21511E-09    0.80332E-01    0.38621E+01    0.16710E-10    0.21511E-09    0.16710E-10    0.13729E-15
  2128    0.40289E+00    0.81839E-01    0.21530E-09    0.81839E-01    0.38759E+01    0.14463E-10    0.21530E-09    0.14463E-10    0.13697E-15
  2129    0.40176E+00    0.83389E-01    0.21551E-09    0.83389E-01    0.38904E+01    0.12207E-10    0.21551E-09    0.12207E-10    0.13665E-15
  2130    0.40278E+00    0.85024E-01    0.21573E-09    0.85024E-01    0.39055E+01    0.99485E-11    0.21573E-09    0.99485E-11    0.13633E-15
  2131    0.40569E+00    0.86710E-01    0.21595E-09    0.86710E-01    0.39214E+01    0.76931E-11    0.21595E-09    0.76931E-11    0.13602E-15
  2132    0.41024E+00    0.88636E-01    0.21618E-09    0.88636E-01    0.39379E+01    0.54463E-11    0.21618E-09    0.54463E-11    0.13570E-15
  2133    0.40874E+00    0.90549E-01    0.21641E-09    0.90549E-01    0.39550E+01    0.32138E-11    0.21641E-09    0.32138E-11    0.13539E-15
  2134    0.40836E+00    0.92636E-01    0.21664E-09    0.92636E-01    0.39727E+01    0.10014E-11    0.21664E-09    0.10014E-11    0.13508E-15
  2135    0.40140E+00    0.95088E-01    0.21688E-09    0.95088E-01    0.39911E+01   -0.11854E-11    0.21688E-09   -0.11854E-11    0.13476E-15
  2136    0.39504E+00    0.97501E-01    0.21711E-09    0.97501E-01    0.40099E+01   -0.33409E-11    0.21711E-09   -0.33409E-11    0.13445E-15
  2137    0.38901E+00    0.10029E+00    0.21734E-09    0.10029E+00    0.40294E+01   -0.54593E-11    0.21734E-09   -0.54593E-11    0.13414E-15
  2138    0.37563E+00    0.10327E+00    0.21757E-09    0.10327E+00    0.40495E+01   -0.75350E-11    0.21757E-09   -0.75350E-11    0.13383E-15
  2139    0.36950E+00    0.10655E+00    0.21780E-09    0.10655E+00    0.40701E+01   -0.95624E-11    0.21780E-09   -0.95624E-11    0.13352E-15
  2140    0.35549E+00    0.11019E+00    0.21802E-09    0.11019E+00    0.40913E+01   -0.11536E-10    0.21802E-09   -0.11536E-10    0.13321E-15
  2141    0.34821E+00    0.11406E+00    0.21822E-09    0.11406E+00    0.41128E+01   -0.13449E-10    0.21822E-09   -0.13449E-10    0.13291E-15
  2142    0.32510E+00    0.11837E+00    0.21842E-09    0.11837E+00    0.41349E+01   -0.15298E-10    0.21842E-09   -0.15298E-10    0.13260E-15
  2143    0.30078E+00    0.12300E+00    0.21861E-09    0.12300E+00    0.41576E+01   -0.17075E-10    0.21861E-09   -0.17075E-10    0.13229E-15
  2144    0.27496E+00    0.12822E+00    0.21879E-09    0.12822E+00    0.41806E+01   -0.18776E-10    0.21879E-09   -0.18776E-10    0.13199E-15
  2145    0.25484E+00    0.13370E+00    0.21895E-09    0.13370E+00    0.42042E+01   -0.20394E-10    0.21895E-09   -0.20394E-10    0.13169E-15
  2146    0.22528E+00    0.13982E+00    0.21909E-09    0.13982E+00    0.42282E+01   -0.21924E-10    0.21909E-09   -0.21924E-10    0.13138E-15
  2147    0.19346E+00    0.14643E+00    0.21922E-09    0.14643E+00    0.42527E+01   -0.23360E-10    0.21922E-09   -0.23360E-10    0.13108E-15
